D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0029.jpg,bay_horse_0029.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0000.jpg,zebra_0000.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0001.jpg,zebra_0001.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0002.jpg,zebra_0002.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0003.jpg,zebra_0003.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0004.jpg,zebra_0004.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0005.jpg,zebra_0005.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0006.jpg,zebra_0006.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0007.jpg,zebra_0007.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0008.jpg,zebra_0008.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0009.jpg,zebra_0009.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0010.jpg,zebra_0010.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0011.jpg,zebra_0011.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0012.jpg,zebra_0012.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0013.jpg,zebra_0013.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0014.jpg,zebra_0014.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0015.jpg,zebra_0015.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0016.jpg,zebra_0016.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0017.jpg,zebra_0017.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0018.jpg,zebra_0018.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0019.jpg,zebra_0019.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0020.jpg,zebra_0020.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0021.jpg,zebra_0021.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0022.jpg,zebra_0022.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0023.jpg,zebra_0023.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0024.jpg,zebra_0024.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0025.jpg,zebra_0025.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0026.jpg,zebra_0026.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0027.jpg,zebra_0027.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0028.jpg,zebra_0028.jpg,zebra
D:\Ucheba\3 course\\PD\lab3\dataset\zebra_0029.jpg,zebra_0029.jpg,zebra
